department_tag,course_code,name,credits,description,corequisites,prerequisites,attributes,department,group_numbers
DA,5030,Introduction to Data Mining/Machine Learning,4,"Introduces the fundamental techniques for data mining, combining elements from CS 6140 and CS 6220. Discusses several basic learning algorithms, such as regression and decision trees, along with popular data types, implementation and execution, and analysis of results. Lays the data analytics program foundation of how learning models from data work, both algorithmically and practically. The coding can be done in R, Matlab or Python. Students must demonstrate ability to set up data for learning, training, testing, and evaluating.",[],[],[],Data Analytics,[]
DAMG,6105,Data Science Engineering with Python,4,"Studies the Python programming language with data science as the application domain. Offers students an opportunity to learn how to perform complex numerical calculations, fixed data types, space efficiency, and vector manipulations. Covers tools and techniques for manipulating tables, spreadsheets, and group and pivot tables involving extremely large data sets. Covers large multidimensional arrays and matrices and the high-level mathematical functions to operate on these arrays. Studies how to use Python to manipulate the classic math and science algorithms. Analyzes helper functions such as linear and nonlinear regression, integration, Fourier transformations, numerical optimization, etc. Includes higher-level classes for manipulating and visualizing data. Applies tools and techniques to classical data science using cases such as time series forecasting, social network analysis, text analytics, and big data processing.",[],[],[],Data Architecture Management,[]
DAMG,6210,Data Management and Database Design,4,"Studies design of information systems from a data perspective for engineering and business applications; data modeling, including entity-relationship (E-R) and object approaches; user-centric information requirements and data sharing; fundamental concepts of database management systems (DBMS) and their applications; alternative data models, with emphasis on relational design; SQL; data normalization; data-driven application design for personal computer, server-based, enterprise-wide, and Internet databases; and distributed data applications.",[],[],[],Data Architecture Management,[]
DAMG,7105,Intelligent Data Modeling and Presentation for Engineers,4,"Studies every step in a data analysis pipeline and the visual techniques that aid in understanding the quality of each step. Offers students an opportunity to visualize the quality of their data, learn how to fix issues, and then visualize what those fixes helped. Focuses on visualizing models to produce actionable insights and how to visualize causal relationships in models. Emphasizes attention to graphical machine-learning models and how to visualize the critical parts of a network. Covers graphic design principles to assist students to effectively communicate their findings.",[],"['INFO 5002', 'INFO 6105', 'DAMG 6105']",[],Data Architecture Management,"[1, 1, 1]"
DAMG,7245,Big-Data Systems and Intelligence Analytics,4,"Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs. This project-based course builds on INFO 7390 and focuses on enabling students with tools and frameworks primarily to build end-to-end applications. The course is divided into three parts: building the data pipeline for data science, implementing data science algorithms, and scaling and deploying data science algorithms.",[],"['DAMG 6105', 'INFO 6105']",[],Data Architecture Management,"[1, 1]"
DAMG,7250,Big Data Architecture and Governance,4,"Focuses on creating and managing a data-driven enterprise. Geared to current IT technical professionals, data scientists, technical project managers, aspiring IT professionals, and managers who want to understand the complex nature of creating and managing data-driven projects to support the new and legacy data environments. Covers the analysis that is required to design data-driven projects and make appropriate recommendations for the target state of an organization. This analysis is used as input to create a comprehensive road map to achieve the target state and includes current and future uses of data, consumption methods, data sources and categories, and aggregation and quality requirements.",[],"['CSYE 6200', 'DAMG 6105', 'DAMG 6210', 'INFO 5100', 'INFO 6210']",[],Data Architecture Management,"[1, 1, 1, 1, 1]"
DAMG,7275,Advanced Database Management Systems,4,"Introduces the skill set required to become a serious database applications developer. Offers an overview of the Oracle9i object-relational database system for those who have mastered the fundamental principles of database design and are competent with basic SQL. Gives students the opportunity to develop a strong understanding of the PL/SQL programming language, which is used to create triggers, user-generated functions, stored procedures, and packages for programming Oracle objects. Emphasizes advanced SQL features and Oracle-specific SQL enhancements. Covers optimization and tuning issues. Covers corresponding material for Transact-SQL (used for Microsoft SQL Server and Sybase database systems) as time and resources permit.",[],"['DAMG 6210', 'INFO 6210']",[],Data Architecture Management,"[1, 1]"
DAMG,7325,Introduction to Information Technology Auditing,4,"Presents a foundation for the study and professional career development of information technology auditing. Introduces the fundamentals of IT auditing, core reasons why this is a specialized area of auditing, the principle objectives of IT auditing, and its relationship to integrated financial or operational auditing. Also offers insight into management‘s objectives regarding IT risk management. Uses the COBIT governance and control framework to emphasize management issues regarding control of IT and the achievement of value through managed IT processes. Covers three primary types of IT audits: the audits of computerized information systems, IT processing environments, and the process of developing and implementing information systems.",[],"['DAMG 6105', 'DAMG 6210', 'INFO 6210']",[],Data Architecture Management,"[1, 1, 1]"
DAMG,7350,Systems and Cybersecurity Fundamentals,4,"Presents the principles of data and technology that define systems and cybersecurity from a socio-technical perspective. Offers students an opportunity to gain insight into the importance of systems security within cybersecurity and the integral role that information systems analysts play in developing cybersecure systems that people use. Through hands-on dynamic learning, students explore foundational cybersecurity principles, security architecture, risk management, attacks and mitigation strategies using Kali Linux, cyber incident response, and emerging IT/IS technologies.",[],"['DAMG 6105', 'DAMG 6210', 'INFO 6210']",[],Data Architecture Management,"[1, 1, 1]"
DAMG,7370,Designing Advanced Data Architectures for Business Intelligence,4,"Focuses on designing advanced data architectures supporting structured, unstructured, and semistructured data sources; hybrid integration and data engineering; and analytical uses by casual information consumers, power users, and data scientists. Technologies include databases (relational, columnar, in-memory, and NoSQL); hybrid data, application, and cloud integration; data preparation; data virtualization; descriptive, diagnostic, predictive, and prescriptive analytics; and on-premise and on-cloud deployments. Topics include data structures, data models, data integration workflow and data engineering, data integration, data preparation, and data virtualization.",[],"['DAMG 6210', 'INFO 6210']",[],Data Architecture Management,"[1, 1]"
DAMG,7390,Advances in Hybrid Data Integration and Engineering,4,"Offers students an opportunity to understand concepts on integration use cases, integration processes and personae, data governance (with privacy and security), and data management, in an era when enterprises are increasingly adding, expanding, and altering data sources. While gathering data is often straightforward, enterprises struggle to integrate, cleanse, curate, transform, and govern data to deliver comprehensive and consistent data to support operations and enable analytics. Covers real-world integration use cases that present data fragmentation, data inconsistency, and data quality challenges and effective architectures needed to design, develop, and implement hybrid integration platforms. Studies how to apply theory and best and pragmatic practices with various technologies to implement hybrid integration platform solutions.",[],['DAMG 7370'],[],Data Architecture Management,[1]
DAMG,7945,Master's Project,4,"Delves deeply into advanced concepts and methodologies within data architecture and management. Emphasizes the development of critical thinking skills and the practical application of theoretical knowledge to real-world problems in the field. Through individual efforts, including laboratory work and/or literature review, students thoroughly explore and analyze various aspects of data architecture and management, focusing on a project selected in consultation with their faculty advisor that allows for tailored exploration and research. Students compile a comprehensive report detailing their findings, methodologies, and conclusions. Offers students an opportunity to present their discoveries to peers and faculty, fostering scholarly discussion and collaboration.",[],[],[],Data Architecture Management,[]
DAMG,7986,Research,0,Offers students an opportunity to conduct full-time research under faculty supervision.,[],[],[],Data Architecture Management,[]
DAMG,7990,Thesis,4,Offers theoretical and experimental work conducted under the supervision of a departmental faculty.,[],['DAMG 7945'],[],Data Architecture Management,[1]
DS,2000,Programming with Data,2,"Introduces programming for data and information science through case studies in business, sports, education, social science, economics, and the natural world. Presents key concepts in programming, data structures, and data analysis through Python and Excel. Integrates the use of data analytics libraries and tools. Surveys techniques for acquiring and programmatically integrating data from different sources. Explains the data analytics pipeline and how to apply programming at each stage. Discusses the programmatic retrieval of data from application programming interfaces (APIs) and from databases. Introduces predictive analytics for forecasting and classification. Demonstrates the limitations of statistical techniques.",['DS 2001'],[],['Analyzing/Using Data'],Data Science,[]
DS,2001,Data Science Programming Practicum,2,"Applies data science principles in interdisciplinary contexts, with each section focusing on applications to a different discipline. Involves new experiments and readings in multiple disciplines (both computer science and the discipline focus of the particular section). Requires multiple projects combining interdisciplinary subjects.",['DS 2000'],[],[],Data Science,[]
DS,2500,Intermediate Programming with Data,4,"Offers intermediate to advanced Python programming for data science. Covers object-oriented design patterns using Python, including encapsulation, composition, and inheritance. Advanced programming skills cover software architecture, recursion, profiling, unit testing and debugging, lineage and data provenance, using advanced integrated development environments, and software control systems. Uses case studies to survey key concepts in data science with an emphasis on machine-learning (classification, clustering, deep learning); data visualization; and natural language processing. Additional assigned readings survey topics in ethics, model bias, and data privacy pertinent to today's big data world. Offers students an opportunity to prepare for more advanced courses in data science and to enable practical contributions to software development and data science projects in a commercial setting.",['DS 2501'],['DS 2000'],['Analyzing/Using Data'],Data Science,[1]
DS,2501,Lab for DS 2500,1,Practices the programming techniques discussed in DS 2500 through hands-on experimentation.,['DS 2500'],[],[],Data Science,[]
DS,3000,Foundations of Data Science,4,Introduces methods and concepts from linear algebra and probability that form a basis for modern machine learning. Emphasizes computational aspects using the Python programming language (the course assumes familiarity with Python). Students work with tensors (in NumPy) and may be tasked with implementing from scratch algorithms central to numerical linear algebra and introductory machine learning.,[],"['CS 2510', 'DS 2500']","['Analyzing/Using Data', 'Natural/Designed World']",Data Science,"[1, 1]"
DS,3500,Advanced Programming with Data,4,"Offers a deep dive into the design and implementation of enterprise-grade software systems with an emphasis on software architectures for more complex data-driven applications. Covers extensible architectures that support testing, data provenance, reuse, maintainability, scalability, and robustness and building software APIs and libraries for wide-scale adoption and ease of use. Students design, implement, and test complex loosely coupled service-oriented architectures using distributed processing, stream-based data processing, and interprocess communication via message passing. Explores the features, capabilities, and underlying design of popular data analysis and visualization frameworks.",[],['DS 2500'],[],Data Science,[1]
DS,4200,Information Presentation and Visualization,4,"Introduces foundational principles, methods, and techniques of visualization to enable creation of effective information representations suitable for exploration and discovery. Covers the design and evaluation process of visualization creation, visual representations of data, relevant principles of human vision and perception, and basic interactivity principles. Studies data types and a wide range of visual data encodings and representations. Draws examples from physics, biology, health science, social science, geography, business, and economics. Emphasizes good programming practices for both static and interactive visualizations. Creates visualizations in Excel and Tableau as well as R, Python, and open web-based authoring libraries. Requires programming in Python, JavaScript, HTML, and CSS. Requires extensive writing including documentation, explanations, and discussions of the findings from the data analyses and the visualizations.",[],"['CS 2510', 'DS 2500']","['Analyzing/Using Data', 'Writing Intensive']",Data Science,"[1, 1]"
DS,4300,Large-Scale Information Storage and Retrieval,4,"Introduces data and information storage approaches for structured and unstructured data. Covers how to build large-scale information storage structures using distributed storage facilities. Explores data quality assurance, storage reliability, and challenges of working with very large data volumes. Studies how to model multidimensional data. Implements distributed databases. Considers multitier storage design, storage area networks, and distributed data stores. Applies algorithms, including graph traversal, hashing, and sorting, to complex data storage systems. Considers complexity theory and hardness of large-scale data storage and retrieval. Requires use of nonrelational, document, key-column, key-value, and graph databases and programming in R, Python, and C++.",[],"['CS 3200', 'CS 3500', 'DS 3500']",['Analyzing/Using Data'],Data Science,"[1, 1, 1]"
DS,4400,Machine Learning and Data Mining 1,4,"Introduces supervised and unsupervised predictive modeling, data mining, and machine-learning concepts. Uses tools and libraries to analyze data sets, build predictive models, and evaluate the fit of the models. Covers common learning algorithms, including dimensionality reduction, classification, principal-component analysis, k-NN, k-means clustering, gradient descent, regression, logistic regression, regularization, multiclass data and algorithms, boosting, and decision trees. Studies computational aspects of probability, statistics, and linear algebra that support algorithms, including sampling theory and computational learning. Requires programming in R and Python. Applies concepts to common problem domains, including recommendation systems, fraud detection, or advertising.",[],"['DS 3000', 'CS 2810', 'DS 3500', 'CS 3500']","['Analyzing/Using Data', 'Capstone Experience', 'Writing Intensive']",Data Science,"[1, 1, 2, 2]"
DS,4420,Machine Learning and Data Mining 2,4,"Continues with supervised and unsupervised predictive modeling, data mining, and machine-learning concepts. Covers mathematical and computational aspects of learning algorithms, including kernels, time-series data, collaborative filtering, support vector machines, neural networks, Bayesian learning and Monte Carlo methods, multiple regression, and optimization. Uses mathematical proofs and empirical analysis to assess validity and performance of algorithms. Studies additional computational aspects of probability, statistics, and linear algebra that support algorithms. Requires programming in R and Python. Applies concepts to common problem domains, including spam filtering.",[],['DS 4400'],"['Analyzing/Using Data', 'Capstone Experience', 'Writing Intensive']",Data Science,[1]
DS,4440,Practical Neural Networks,4,"Offers a hands-on introduction to modern neural network (""deep learning"") methods and tools. Covers fundamentals of neural networks and introduces standard and new architectures from simple feedforward networks to recurrent and “transformer” architectures. Also covers stochastic gradient descent and backpropagation, along with related parameter estimation techniques. Emphasizes using these technologies in practice, via modern toolkits. Reviews applications of these models to various types of data, including images and text.",[],['DS 4400'],['Analyzing/Using Data'],Data Science,[1]
DS,4970,Junior/Senior Honors Project 1,4,Focuses on in-depth project in which a student conducts research or produces a product related to the student’s major field. Combined with Junior/Senior Project 2 or college-defined equivalent for 8 credit honors in the discipline project.,[],[],[],Data Science,[]
DS,4971,Junior/Senior Honors Project 2,4,Focuses on second semester of in-depth project in which a student conducts research or produces a product related to the student’s major field.,[],['DS 4970'],[],Data Science,[1]
DS,4973,Topics in Data Science,4,Offers a lecture course in data science on a topic not regularly taught in a formal course. Topics may vary from offering to offering. May be repeated up to four times.,[],"['CS 3000', 'CS 3500', 'DS 3500']",[],Data Science,"[1, 1, 1]"
DS,4991,Research,4,Offers an opportunity to conduct research under faculty supervision.,[],[],['Integration Experience'],Data Science,[]
DS,4997,Data Science Thesis,4,Offers students an opportunity to prepare an undergraduate thesis under faculty supervision.,[],[],[],Data Science,[]
DS,4998,Data Science Thesis Continuation,4,Focuses on student continuing to prepare an undergraduate thesis under faculty supervision.,[],[],[],Data Science,[]
DS,5010,Introduction to Programming for Data Science,4,"Offers an introductory course on fundamentals of programming and data structures. Covers lists, arrays, trees, hash tables, etc.; program design, programming practices, testing, debugging, maintainability, data collection techniques, and data cleaning and preprocessing. Includes a class project, where students use the concepts covered to collect data from the web, clean and preprocess the data, and make it ready for analysis.",[],[],[],Data Science,[]
DS,5020,Introduction to Linear Algebra and Probability for Data Science,4,"Offers an introductory course on the basics of statistics, probability, and linear algebra. Covers random variables, frequency distributions, measures of central tendency, measures of dispersion, moments of a distribution, discrete and continuous probability distributions, chain rule, Bayes’ rule, correlation theory, basic sampling, matrix operations, trace of a matrix, norms, linear independence and ranks, inverse of a matrix, orthogonal matrices, range and null-space of a matrix, the determinant of a matrix, positive semidefinite matrices, eigenvalues, and eigenvectors.",[],[],[],Data Science,[]
DS,5110,Introduction to Data Management and Processing,4,"Introduces students to the core tasks in data science, including data collection, storage, tidying, transformation, processing, management, and modeling for the purpose of extracting knowledge from raw observations. Programming is a cross-cutting aspect of the course. Offers students an opportunity to gain experience with data science tasks and tools through short assignments. Includes a term project based on real-world data.",[],[],[],Data Science,[]
DS,5220,Supervised Machine Learning and Learning Theory,4,"Introduces supervised machine learning, which is the study and design of algorithms that enable computers/machines to learn from experience or data, given examples of data with a known outcome of interest. Offers a broad view of models and algorithms for supervised decision making. Discusses the methodological foundations behind the models and the algorithms, as well as issues of practical implementation and use, and techniques for assessing the performance. Includes a term project involving programming and/or work with real-world data sets. Requires proficiency in a programming language such as Python, R, or MATLAB.",[],[],"['Capstone Experience', 'Writing Intensive']",Data Science,[]
DS,5230,Unsupervised Machine Learning and Data Mining,4,"Introduces unsupervised machine learning and data mining, which is the process of discovering and summarizing patterns from large amounts of data, without examples of data with a known outcome of interest. Offers a broad view of models and algorithms for unsupervised data exploration. Discusses the methodological foundations behind the models and the algorithms, as well as issues of practical implementation and use, and techniques for assessing the performance. Includes a term project involving programming and/or work with real-life data sets. Requires proficiency in a programming language such as Python, R, or MATLAB.",[],[],"['Capstone Experience', 'Writing Intensive']",Data Science,[]
DS,5500,Data Science Capstone,4,"Offers students a capstone opportunity to practice data science skills learned in previous courses and to build a portfolio. Students practice visualization, data wrangling, and machine learning skills by applying them to semester-long term projects on real-world data. Students may either propose their own projects or choose from a selection of industry options. Emphasizes the overall data science process, including identification of the scientific problem, selection of appropriate machine learning methods, and visualization and communication of results. Lectures may include additional topics, including visualization, communication, and data science ethics.",[],"['CS 5800', 'EECE 7205', 'DS 5110', 'DS 5220', 'DS 5230']",[],Data Science,"[1, 1, 2, 2, 2]"
DS,5983,Topics in Data Science,4,Offers special topics in data science based on the interest and expertise of the faculty member conducting the course. May be repeated once.,[],[],[],Data Science,[]
DS,7990,Thesis,4,Offers selected work with the agreement of a project supervisor. May be repeated once.,[],[],[],Data Science,[]
DEAF,1500,Deaf People in Society,4,"Focuses on Deaf communities as linguistic and cultural minorities. Topics include perspectives on Deaf communities; attitudes toward Deaf people and sign languages, technology, and communication; the contributions of Deaf people to society; professional and social organizations of and for Deaf people; Deaf clubs as a locus of Deaf culture; communication issues; perspectives on legislation affecting the Deaf Community; legislative and political concerns of the Deaf Community; and the impact of educational options for Deaf children. Also covers the diverse intersectional identities comprising the American Deaf Community due to language use (multilingual), race, gender, class, and multicultural experiences. Discusses the impact of audism, racism, and many other -isms.",[],[],"['Difference/Diversity', 'Interpreting Culture']",Deaf Studies,[]
DEAF,1550,"Dynamics of the Deaf/Blind Community: Culture, History, and Communication",4,"Explores the multidimensional aspects of the Deaf/Blind community, culture, communication, and history (dynamics of how society has handled individuals who are Deaf/Blind). Topics are studied from the Deaf/Blind perspective and include oppression and its power structures; empowerment vs. “rescue or fix it”; the loss of sight and its impact on communication; and learning about empathy and the courage of vulnerability. Explores Deaf/Blind culture and the grieving process as an ongoing component of life; different types of Deaf/Blindness and diverse styles of communication; and mobility issues and maintaining independence. A brief introduction to sighted guide techniques and technology available.",[],['AMSL 1102'],[],Deaf Studies,[1]
DEAF,2500,Deaf History and Culture,4,"Surveys the history and culture of the American Deaf community and Deaf people in the Western world.  Focuses on educational, political, and technological forces and events that have positively and negatively affected the American Deaf community. Focuses on the American Deaf community as a linguistic and cultural minority. Also examines contemporary values and factors that shape and define the diverse American Deaf community and compares and contrasts American Deaf cultural values with those of American society in general.",[],['DEAF 1500'],"['Difference/Diversity', 'Interpreting Culture']",Deaf Studies,[1]
DEAF,2700,ASL Linguistics,4,"Introduces the basic issues in linguistics by examining the structural properties of American Sign Language. Includes phonology (formational properties of signs); morphology (word formation, rules, derivation, inflection, complex verbs, classifiers, and verb modulations); semantics (the meaning structure of signs); and syntax (the structure of ASL utterances in terms of old vs. new information and the structure of ASL narratives). Examines sociolinguistic variation of ASL usage (such as region, age, and Black ASL), as well as language attitudes and change over time.",[],"['LING 1150', 'ENGW 1111', 'ENGW 1102', 'AMSL 1102']",['Writing Intensive'],Deaf Studies,"[1, 1, 1, 2]"
DGM,6105,Visual Communications Foundation,4,"Introduces the basic principles and concepts inherent in visual language systems. Covers fundamentals such as visual perception, composition, spatial relationships, color, form, repetition, texture, structure, abstraction, and figure-ground relationships. Student projects focus on visual problem solving with an emphasis on understanding of context, content, and the development of original forms.",[],[],[],Digital Media - CPS,[]
DGM,6108,Programming Foundations for Digital Media,4,"Offers students an opportunity to learn the fundamentals of programming in a multimedia environment. Emphasizes planning and production for interactive digital media. Using a scripting language as a base, covers how scripting relates to design and programming fundamentals that link logic to action. Topics include graphical user interfaces; user interaction; and algorithmic manipulation of text, graphics, sound, and video.",['DGM 6109'],[],[],Digital Media - CPS,[]
DGM,6109,Lab for DGM 6108,2,Accompanies DGM 6108. Covers topics from the lecture course through various tutorials and problem-solving exercises.,['DGM 6108'],[],[],Digital Media - CPS,[]
DGM,6122,Foundations of Digital Storytelling,4,"Introduces the fundamentals of character and story development through practical applications in a variety of digital media, from text and storyboarding to sound, moving image, and interactive environments. Offers students an opportunity to become familiar with narrative sequencing and story development, experience the critical role of narrative in linear media, and apply these skills in nonlinear and experimental forms. Students work both individually and collaboratively to develop projects that explore creative storytelling.",[],"['DGM 6105', 'DGM 6501']",[],Digital Media - CPS,"[1, 1]"
DGM,6140,Sound Design,4,"Explores the history, theory, and practice of sound design, the creation of aural environments, special effects, dialogue, and music for a variety of traditional and digital media, including film, TV/video, animation, theatre, radio, interactive games, and the Internet. Films such as The Matrix, Citizen Kane, and Star Wars serve as the basis for developing a core knowledge of sound design concepts, particularly the development of critical listening skills. Topics cover “spotting,” digital audio editing and recording, sample libraries, aesthetics of design, music composition, script interpretation, critical listening, professional collaboration, sound and music technology, digital audio production, and production organization. Offers students an opportunity to master core skills, enabling them to communicate effectively with directors, producers, and/or creative artists in the media and entertainment industries.",[],[],[],Digital Media - CPS,[]
DGM,6145,Information Technology and Creative Practice,4,"Explores interdisciplinary methodologies that promote creativity and stimulate innovative thinking. Information technology (IT) has formed a powerful alliance with art and design to establish the existing new domain of information technology and creative practices (ITCP). The result is an astonishing variety of significant cultural and economic forms ranging from innovative product designs to interactive art installations. Uses case studies and emphasizes the design, planning, and implementation of innovative prototypes.",[],[],[],Digital Media - CPS,[]
DGM,6168,Usability and Human Interaction,4,"Surveys the theory and practice of human-computer interaction and the development of user interfaces. Through both analysis and design projects, students have an opportunity to learn cutting-edge approaches to usability research and evaluation, testing methods, and how to design systems that meet end-user needs. Topics covered include behavioral and cognitive foundations of interaction design, principles of good design for interaction, basic user research techniques, and the process of user-centered design.",[],[],[],Digital Media - CPS,[]
DGM,6217,Typography for Interactivity,4,"Explores the basic principles of typographic design, particularly as applied to screen-based media. Topics include screen legibility and resolution, hierarchy and scale, and typographic form and style.",[],['DGM 6105'],[],Digital Media - CPS,[1]
DGM,6230,Digital Media Entrepreneurship,4,"Focuses on the personal characteristics necessary to become a successful entrepreneur, as well as on the processes of evaluating an idea, assessing the market, and implementing a new venture, whether inside an organization or as an independent startup. Teaching methods include case study, guest speakers with entrepreneurial experience, lectures, and team projects that develop feasible business plans. Offers students an opportunity to evaluate their potential as entrepreneurs by learning how to identify and evaluate business opportunities, develop a business concept and marketing plan, assess and obtain the required resources, manage the growth of new ventures, and plan for exit strategies.",[],['DGM 6280'],[],Digital Media - CPS,[1]
DGM,6268,Usable Design for Mobile Digital Media,4,"Offers students an opportunity to apply the user-centered, human-computer interaction (HCI) skills covered in DGM 6168 to mobile digital media experiences such as game, entertainment, and social media applications. Considers digital media design, aesthetics, and user behavior in mobile-based environments in the creation of a satisfying and engaging experience. Offers students an opportunity to understand best design practices on a mobile platform by applying HCI methods such as iterative design and the evaluative methods of heuristic evaluation and play testing.",[],['DGM 6168'],[],Digital Media - CPS,[1]
DGM,6279,Project Management for Digital Media,4,"Introduces the project management life cycle for technology-based products and applications. Beginning with project initiation and assembling a team, offers students an opportunity to apply project management principles to all aspects of planning and managing a project, including scheduling and budgeting. Major topics include managing a team, including setting goals for creatives; managing assets; documentation; deadlines and client expectations; and balancing continuous improvement and rapid prototyping against the need to manage the scope of work.",[],[],[],Digital Media - CPS,[]
DGM,6280,Managing for Digital Media,4,"Surveys evolving best practices in creative industry management. Begins with the recognition that managing in an environment of innovation and creative media requires a radical rethinking of traditional managerial paradigms. Agile response to technological change requires strategic alternatives in company goals, priorities, and direction. Intellectual content and creativity are difficult to value within classic financial models. New devices and social networks demand responsive action in internal and external communications. Correctly valuing the performance of highly creative people can be key in maintaining or gaining a leadership position. Uses case studies, presentations, and team-based analysis to examine these challenges and discuss effective responses.",[],[],[],Digital Media - CPS,[]
DGM,6285,Interactive Marketing Fundamentals,4,"Introduces the exploration of messaging in current and evolving media outlets, the digital marketing mix, the growing promise of mobility, and the possibilities and pitfalls of marketing in social media. Marketing has been deeply challenged by the move from traditional to digital channels, as print and TV give way to Web sites and mobile devices as primary centers of information and entertainment. Explores Web analytics, in particular search engine marketing (SEM) and search engine optimization (SEO).",[],[],[],Digital Media - CPS,[]
DGM,6290,Social Media and Brand Strategy Implementation,4,"Offers students an opportunity to develop the context for working with marketing professionals to implement strategy in a variety of social media, from blogs to social networking sites, and from game worlds to content communities. Social media environments have become a prime target for product and personal marketing, advertising, and supporting a brand image. But their differences from passive media and even standard websites have made it more difficult to apply traditional thinking to these digital media channels. Utilizes lectures, research, projects, and case studies.",[],[],[],Digital Media - CPS,[]
DGM,6308,Intermediate Programming for Digital Media,4,Offers students an opportunity to extend the basic proficiency in scripting languages gained in DMG 6108 to more sophisticated programming tasks using an industry-standard scripting language such as JavaScript. Covers the use of arrays and objects to structure data and apply object-oriented and event-driven programming principles to create sophisticated interactivity.,[],"['DGM 6108', 'DGM 6501']",[],Digital Media - CPS,"[1, 1]"
DGM,6317,Screen-Based Publication Design,4,"Introduces the theory and practice of designing books, magazines, and interactive hybrid narratives for touch screens. Offers students an opportunity to become familiar with grids, style sheets and templates, and output to a variety of e-publishing tools as they explore the differences in designing content for the Web, tablets, and smartphones.",[],[],[],Digital Media - CPS,[]
DGM,6322,Advanced Digital Storytelling,4,"Builds on concepts introduced in DGM 6122. Explores the ideation and production of more complex, nonlinear interactive narratives. Working intensively in a team setting, offers students an opportunity to explore ways to further integrate a variety of narrative elements into immersive experiences.",[],['DGM 6122'],[],Digital Media - CPS,[1]
DGM,6400,Game Design Fundamentals,4,"Provides the foundation for all of the other courses in the graduate specialization and/or certificate in game design. Offers students an opportunity to learn the basic principles of game design through the creation of board and card games, and through video-game prototyping. Also offers an opportunity to develop skills, including graphic and written communication, rules logic, group dynamics, and basic programming logic.",[],[],[],Digital Media - CPS,[]
DGM,6403,Game Engine Fundamentals,4,Offers students an opportunity to apply their prior experience in DGM 6400 to multiplatform game development and rapid prototypingusing an industry-standard game design engine. Game engines provide quick-start platforms and industry-standard solutions for developing video games.,[],['DGM 6400'],[],Digital Media - CPS,[1]
DGM,6405,Game Development,4,"Introduces video game programming using a game engine. Building on their work from DGM 6400, students have an opportunity to create single-player computer games using industry-standard scripting languages. Projects focus on sound design, two-dimensional design and animation, or three-dimensional design and animation. Students can develop projects as individuals or as part of a team.",[],['DGM 6403'],[],Digital Media - CPS,[1]
DGM,6410,Game Design Technology Lab,4,"Offers students an opportunity to explore recent technological advances in game design, including networked multiplayer gaming, 3D gaming, and alternative user interfaces such as cameras and motion/location-sensing devices. Student teams are encouraged to round out their game-design portfolios by developing a sophisticated videogame demo that focuses on a specific theme and technology.",[],['DGM 6405'],[],Digital Media - CPS,[1]
DGM,6435,Digital Video Production,4,"Using digital video cameras, students are introduced to field production skills and basic content editing. Students are encouraged to implement and experiment with ideas developed in DGM 6122 as they complete short videos. Through hands-on practice and discussion, as well as the viewing of classic documentary and fiction film/video examples, students have an opportunity to further explore composition of the frame and meanings produced from inter-shot and sequence relationships.",[],['DGM 6506'],[],Digital Media - CPS,[1]
DGM,6440,Editing in the Digital Studio,4,"Uses virtual studio spaces to introduce and develop student comfort with non-linear digital editing. Offers students an opportunity to understand the basic principles of composition, pacing, titling, timecodes and video effects. Working with their own material, existing video clips, animations, still images and audio feeds, students are encouraged to experiment with different styles, methods, and output to gain a comprehensive understanding of the medium. DGM 6506 or prior experience with digital video editing is strongly recommended.",[],['DGM 6435'],[],Digital Media - CPS,[1]
DGM,6450,Animation Basics,4,"Explores the creative potential of animation. Exposes students to animation processes and techniques through lectures, demonstrations, and hands-on assignments. Provides a historical survey of animation art. Emphasizes using the computer to creatively develop concepts while learning the fundamental skills of constructing images and forms. Students collaborate on projects during the first half of the course and work individually on final projects.",[],['DGM 6105'],[],Digital Media - CPS,[1]
DGM,6451,Web Development,4,"Focuses on intermediate to advanced concepts and techniques for development of professional Web environments. Offers students an opportunity to explore different development strategies, including client-side interactions using AJAX libraries (such as JavaScript, PHP, and MySQL) compared with client/server methods, webpage presentation layer vs. interactive layer, and the use of WYSIWYG (what you see is what you get) tools vs. plain-text coding.",[],"['DGM 6108', 'DGM 6521']",[],Digital Media - CPS,"[1, 1]"
DGM,6461,Interactive Information Design 1,4,"Focuses on the fundamental principles of interactive design to develop meaningful interactive experiences. Offers students an opportunity to develop skills in structuring and organizing information, recognizing and establishing content relationships, and building usable navigation. Explores a variety of tools and technologies to deliver varied media material for screen-based use.",[],"['DGM 6168', 'TCC 6120']",[],Digital Media - CPS,"[1, 1]"
DGM,6463,Interactive Information Design 2,4,Builds on the content and explorations of DGM 6461. Explores complex information organization and delivery problems while seeking to advance the students’ experience with interactive design and programming environments.,[],"['DGM 6461', 'DGM 6217']",[],Digital Media - CPS,"[1, 1]"
DGM,6471,Designing Infographics,4,"Explores a variety of methods that help to translate raw data into accessible visual presentations that can inform, clarify, educate, and persuade. A powerful aspect of Internet technologies is how readily they provide access to information. However, that information often resides in opaque technical formats, making it hard to understand and disseminate.",[],"['DGM 6461', 'DGM 6217']",[],Digital Media - CPS,"[1, 1]"
